Contemporary Indian actresses	PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX schema: <http://schema.org/> PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?item ?itemLabel ?itemDescription (SAMPLE(?img) AS ?image) (SAMPLE(?dob) AS ?dob_) ?sl WHERE {    ?item wdt:P106 wd:Q33999 ;           wdt:P27 wd:Q668 ;           wdt:P21 wd:Q6581072 .    MINUS { ?item wdt:P570 ?x }    ?item rdfs:label ?itemLabel . FILTER (LANG(?itemLabel) = "en") .    ?item schema:description ?itemDescription . FILTER (LANG(?itemDescription) = "en") .    OPTIONAL { ?item wdt:P18 ?img }    OPTIONAL { ?item wdt:P569 ?dob }    OPTIONAL { ?item ^schema:about/wikibase:sitelinks ?sl } } GROUP BY ?item ?itemLabel ?itemDescription ?sl ORDER BY DESC(?sl) 
Articles on Punjabi (Gurmukhi) Wikipedia about Pakistani actresses	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX schema: <http://schema.org/> SELECT ?sitelink WHERE {      ?item wdt:P21 wd:Q6581072 .      ?item wdt:P27 wd:Q843 .      ?item wdt:P106 wd:Q33999 .      ?sitelink schema:about ?item .      ?sitelink schema:inLanguage "pa".      ?item wdt:P31 wd:Q5 . } LIMIT 5000 
All Dr. Who performers	PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?doctor ?doctorLabel ?characterLabel ?series_ordinal WHERE {   wd:Q34358 p:P175 ?performer .   ?performer pq:P642 ?character .   ?performer ps:P175 ?doctor .   ?character wdt:P1545 ?series_ordinal .   ?character rdfs:label ?characterLabel . FILTER (LANG(?characterLabel) = "en") .   ?doctor rdfs:label ?doctorLabel . FILTER (LANG(?doctorLabel) = "en") . } ORDER BY ?series_ordinal 
Movies and their narrative location on a map	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?movie ?movieLabel ?narrative_location ?narrative_locationLabel ?coordinates WHERE {    ?movie wdt:P840 ?narrative_location ;           wdt:P31 wd:Q11424 .    ?narrative_location wdt:P625 ?coordinates . ?movie rdfs:label ?movieLabel . FILTER (LANG(?movieLabel) = "en") . ?narrative_location rdfs:label ?narrative_locationLabel . FILTER (LANG(?narrative_locationLabel) = "en") . } 
Movies released in 2017	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?item ?itemLabel WHERE {   ?item wdt:P31 wd:Q11424.   ?item wdt:P577 ?pubdate.    ?item rdfs:label ?itemLabel . FILTER (LANG(?itemLabel) = "en") . } 
Musicians or singers that have a genre containing 'rock'	PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX schema: <http://schema.org/> SELECT DISTINCT ?human ?humanLabel WHERE {     VALUES ?professions {wd:Q177220 wd:Q639669}     ?human wdt:P31 wd:Q5 .     ?human wdt:P106 ?professions .     ?human wdt:P136 ?genre .     ?human ^schema:about/wikibase:statements ?statementcount .     ?genre rdfs:label ?genreLabel .          FILTER (?statementcount > 50 ) . ?genre rdfs:label ?genreLabel . FILTER (LANG(?genreLabel) = "en") . ?human rdfs:label ?humanLabel . FILTER (LANG(?humanLabel) = "en") . } ORDER BY ?humanLabel LIMIT 50 
Continents 2	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?continent ?continentLabel WHERE {   ?continent wdt:P31 wd:Q5107. ?continent rdfs:label ?continentLabel . FILTER (LANG(?continentLabel) = "en") . }  
Some other continents	PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?continentLabel WHERE {   {     SELECT DISTINCT ?continent     WHERE     {       ?item wdt:P30 ?continent.     }   } ?continent rdfs:label ?continentLabel . FILTER (LANG(?continentLabel) = "en") . }  
Places with continent Antarctica more than 3000?km north of south pole	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?place ?placeLabel ?location WHERE {      ?place wdt:P30 wd:Q51;          wdt:P625 ?location.    ?place rdfs:label ?placeLabel . FILTER (LANG(?placeLabel) = "en") . } 
List of present-day countries and capital(s)	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?country ?countryLabel ?capital ?capitalLabel WHERE {   ?country wdt:P31 wd:Q3624078 .         OPTIONAL { ?country wdt:P36 ?capital } . ?capital rdfs:label ?capitalLabel . FILTER (LANG(?capitalLabel) = "en") . ?country rdfs:label ?countryLabel . FILTER (LANG(?countryLabel) = "en") . } ORDER BY ?countryLabel LIMIT 10000000
UN member states	PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?state WHERE {   ?state wdt:P31/wdt:P279* wd:Q3624078;          p:P463 ?memberOfStatement.   ?memberOfStatement rdf:type wikibase:BestRank;                      ps:P463 wd:Q1065.   MINUS { ?memberOfStatement pq:P582 ?endTime. } } 
Largest cities per country	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?city ?cityLabel ?population ?country ?countryLabel ?loc WHERE {   {     SELECT (MAX(?population_) AS ?population) ?country WHERE {       ?city wdt:P31/wdt:P279* wd:Q515 .       ?city wdt:P1082 ?population_ .       ?city wdt:P17 ?country .     }     GROUP BY ?country     ORDER BY DESC(?population)   }   ?city wdt:P31/wdt:P279* wd:Q515 .   ?city wdt:P1082 ?population .   ?city wdt:P17 ?country .   ?city wdt:P625 ?loc . ?city rdfs:label ?cityLabel . FILTER (LANG(?cityLabel) = "en") . ?country rdfs:label ?countryLabel . FILTER (LANG(?countryLabel) = "en") . } 
Wikidata people per million inhabitants for all EU countries	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT    ?country ?countryLabel    ?wikiPersons    ?population  WHERE {    { SELECT ?country (COUNT(?person) AS ?wikiPersons) WHERE {       {SELECT DISTINCT ?person ?country WHERE {          wd:Q458 wdt:P150 ?country .          ?person wdt:P31 wd:Q5 .          ?person wdt:P27 ?country .                 } }    } GROUP BY ?country  }    ?country wdt:P1082 ?population. ?country rdfs:label ?countryLabel . FILTER (LANG(?countryLabel) = "en") . } 
Papers about wikidata	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?item ?itemLabel WHERE {   ?item wdt:P31/wdt:P279* wd:Q191067.   ?item wdt:P921 wd:Q2013. ?item rdfs:label ?itemLabel . FILTER (LANG(?itemLabel) = "en") . } LIMIT 100 
Countries sorted by population	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?countryLabel ?population WHERE {   ?country wdt:P31 wd:Q6256 ;            wdt:P1082 ?population . ?country rdfs:label ?countryLabel . FILTER (LANG(?countryLabel) = "en") . } GROUP BY ?population ?countryLabel ORDER BY DESC(?population) 
Country populations together with total city populations	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?country ?countryLabel ?population ?totalCityPopulation WHERE {   ?country wdt:P1082 ?population . ?country rdfs:label ?countryLabel . FILTER (LANG(?countryLabel) = "en") .   {     SELECT ?country (SUM(?cityPopulation) AS ?totalCityPopulation) WHERE {       ?city wdt:P31 wd:Q515 .       ?city wdt:P17 ?country .       ?city wdt:P1082 ?cityPopulation .     } GROUP BY ?country   } } 
Names of African countries in all their official languages and English	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?item ?itemLabel_ol ?official_language ?itemLabel_en WHERE {   ?item wdt:P30 wd:Q15 ;         wdt:P37 ?officiallanguage ;         wdt:P31 wd:Q6256 .   ?officiallanguage wdt:P424 ?langcode .   ?item rdfs:label ?itemLabel_ol .    ?item rdfs:label ?itemLabel_en . FILTER(lang(?itemLabel_en)='en')   ?officiallanguage rdfs:label ?official_language . FILTER(lang(?official_language)='en') } ORDER BY ?item ?itemLabel_ol ?official_language 
Languages and dialects spoken in the Netherlands with their optional Wikipedia editions	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?language ?languageLabel ?wikipediaLabel WHERE {   ?language wdt:P31 ?instance;             wdt:P17 wd:Q55.      OPTIONAL {     ?wikipedia wdt:P31 wd:Q10876391;                wdt:P407 ?language.     ?wikipedia rdfs:label ?wikipediaLabel . FILTER (LANG(?wikipediaLabel) = "en") .   } ?language rdfs:label ?languageLabel . FILTER (LANG(?languageLabel) = "en") . } GROUP BY ?language ?languageLabel ?wikipediaLabel 
Population of cities and towns in Denmark and their OSM relation id	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?city ?cityLabel ?population ?OSM_relation_ID WHERE {   { ?city wdt:P31/wdt:P279* wd:Q3957 . }   UNION   { ?city wdt:P31/wdt:P279* wd:Q515 . }   ?city wdt:P17 wd:Q35.   OPTIONAL { ?city wdt:P1082 ?population. }   OPTIONAL { ?city wdt:P402 ?OSM_relation_ID. }   ?city rdfs:label ?cityLabel . FILTER (LANG(?cityLabel) = "en") . } LIMIT 100 
Former capitals	PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?country ?countryLabel ?capital ?capitalLabel ?coordinates ?ended WHERE {   ?country p:P36 ?stat.   ?stat ps:P36 ?capital.   ?capital wdt:P625 ?coordinates.   OPTIONAL {     ?country wdt:P582|wdt:P576 ?ended.   }   OPTIONAL {     ?capital wdt:P582|wdt:P576 ?ended.   }   OPTIONAL {     ?stat pq:P582 ?ended.   }    ?capital rdfs:label ?capitalLabel . FILTER (LANG(?capitalLabel) = "en") . ?country rdfs:label ?countryLabel . FILTER (LANG(?countryLabel) = "en") . } 
Largest cities of the world	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?cityLabel ?population ?gps WHERE {   ?city wdt:P31/wdt:P279* wd:Q515 .   ?city wdt:P1082 ?population .   ?city wdt:P625 ?gps . ?city rdfs:label ?cityLabel . FILTER (LANG(?cityLabel) = "en") . } ORDER BY DESC(?population) LIMIT 100 
Cities as big as Eindhoven give or take 1000	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?city ?cityLabel ?location ?populatie2 WHERE {      ?city wdt:P1082 ?populatie2 ;         wdt:P625 ?location .   FILTER( ?populatie2 < 232642 )   FILTER( ?populatie2 > 230642 )   ?city rdfs:label ?cityLabel . FILTER (LANG(?cityLabel) = "en") . } 
Where in the world is Antwerp	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?settlement ?name ?coor WHERE {    ?subclass_settlement wdt:P279+ wd:Q486972 .    ?settlement wdt:P31 ?subclass_settlement ;                wdt:P625 ?coor ;                rdfs:label ?name .    FILTER(LANG(?name) = "en").    FILTER regex(?name, "Antwerp", "i") } 
Destinations from Antwerp International airport	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?connectsairport ?connectsairportLabel ?place_served ?place_servedLabel ?coor WHERE {   VALUES ?airport { wd:Q17480 }   ?airport wdt:P81 ?connectsairport ;            wdt:P625 ?base_airport_coor .   ?connectsairport wdt:P931 ?place_served ;                    wdt:P625 ?coor . ?connectsairport rdfs:label ?connectsairportLabel . FILTER (LANG(?connectsairportLabel) = "en") . ?place_served rdfs:label ?place_servedLabel . FILTER (LANG(?place_servedLabel) = "en") . } 
Cities connected by the European route E40	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?city ?cityLabel ?coordinates WHERE {    VALUES ?highway {wd:Q327162 }    ?highway wdt:P2789 ?city .     ?city wdt:P625 ?coordinates . ?city rdfs:label ?cityLabel . FILTER (LANG(?cityLabel) = "en") . } 
Cities connected by the Trans-Mongolian and Trans-Siberian Railway	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?city ?cityLabel ?coordinates WHERE {    VALUES ?highway { wd:Q559037 wd:Q58767 }    ?highway wdt:P2789 ?city .     ?city wdt:P625 ?coordinates . ?city rdfs:label ?cityLabel . FILTER (LANG(?cityLabel) = "en") . } 
Cities connected to Paramaribo (Suriname) by main roads	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?connection ?connectionLabel ?connectedWith ?connectedWithLabel ?coor WHERE {   ?connection wdt:P2789+ wd:Q3001 ;               wdt:P2789+ ?connectedWith .   ?connectedWith wdt:P625 ?coor . ?connection rdfs:label ?connectionLabel . FILTER (LANG(?connectionLabel) = "en") . ?connectedWith rdfs:label ?connectedWithLabel . FILTER (LANG(?connectedWithLabel) = "en") .   } 
Names of 100 cities with a population larger than 1000000 in the native languages of their countries	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?city ?cityLabel ?country ?countryLabel ?lang ?langLabel ?langCode ?population WHERE {   ?city wdt:P1082 ?population .   FILTER(?population>1000000)   ?city wdt:P31 wd:Q515;         wdt:P17 ?country;         rdfs:label ?cityLabel .   ?country wdt:P37 ?lang;            rdfs:label ?countryLabel .   ?lang wdt:P424 ?langCode;         rdfs:label ?langLabel .   FILTER(lang(?cityLabel)="en")   FILTER(lang(?countryLabel)="en")   FILTER(lang(?langLabel)="en") } LIMIT 100 
Show all Dutch municipalities that share a border with Alphen aan den Rijn (Q213246), ignoring rank	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?muni ?muniLabel WHERE {   ?muni p:P31 ?plholder1.   ?plholder1 ps:P31 wd:Q2039348 .   ?muni wdt:P47 wd:Q213246. ?muni rdfs:label ?muniLabel . FILTER (LANG(?muniLabel) = "en") . } 
Border cities of the world	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?border_city ?border_cityLabel ?countryLabel ?coords WHERE {   ?border_city wdt:P31 wd:Q902814.   OPTIONAL { ?border_city wdt:P17 ?country. ?country rdfs:label ?countryLabel . FILTER (LANG(?countryLabel) = "en") . }   OPTIONAL { ?border_city wdt:P625 ?coords. } ?border_city rdfs:label ?border_cityLabel . FILTER (LANG(?border_cityLabel) = "en") . } GROUP BY ?border_city ?border_cityLabel ?countryLabel ?coords ORDER BY ?countryLabel ?border_cityLabel 
Longest rivers	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?item ?itemLabel ?length ?pic ?location WHERE {   ?item wdt:P31/wdt:P279* wd:Q4022 .   ?item wdt:P2043 ?length .   ?item wdt:P18 ?pic .   ?item wdt:P625 ?location. ?item rdfs:label ?itemLabel . FILTER (LANG(?itemLabel) = "en") . } ORDER BY DESC(?length) ?itemLabel LIMIT 50 
Longest river of each continent	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?continent ?river ?continentLabel ?riverLabel WHERE {   {     SELECT ?continent (MAX(?length) AS ?length_)     WHERE     {       ?river wdt:P31/wdt:P279* wd:Q355304;              wdt:P2043 ?length;              wdt:P30 ?continent.     }     GROUP BY ?continent   }   ?river wdt:P31/wdt:P279* wd:Q355304;          wdt:P2043 ?length;          wdt:P30 ?continent. ?continent rdfs:label ?continentLabel . FILTER (LANG(?continentLabel) = "en") . ?river rdfs:label ?riverLabel . FILTER (LANG(?riverLabel) = "en") . } ORDER BY ?continentLabel 
Rivers in Antarctica	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?river ?riverLabel ?location WHERE {   ?river wdt:P31/wdt:P279* wd:Q355304;          wdt:P30 wd:Q51.   OPTIONAL { ?river wdt:P625 ?location. } ?river rdfs:label ?riverLabel . FILTER (LANG(?riverLabel) = "en") . } 
Body of water with the most watercourses ending in it	PREFIX wdt: <http://www.wikidata.org/prop/direct/> SELECT ?mouth (COUNT(?watercourse) AS ?count) WHERE {   ?watercourse wdt:P403+ ?mouth. } GROUP BY ?mouth ORDER BY DESC(?count) LIMIT 10 
Bridges over rivers in Leipzig	PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX ps: <http://www.wikidata.org/prop/statement/> SELECT ?bridge (SAMPLE(?bridgeLabel) AS ?bridgeLabel_)        ?watercourse (SAMPLE(?watercourseLabel) AS ?watercourseLabel_)        (SAMPLE(?loc) AS ?loc_) (SAMPLE(?pic) AS ?pic_)        (SAMPLE(?s) AS ?start) WHERE {   {     SELECT ?bridge ?watercourse WHERE {       ?bridge wdt:P31/wdt:P279* wd:Q12280;               wdt:P177 ?watercourse .       ?watercourse wdt:P31/wdt:P279* wd:Q355304 .     }   }   ?bridge wdt:P131+ wd:Q2079 .   OPTIONAL { ?bridge wdt:P625 ?loc. }   OPTIONAL { ?bridge wdt:P18 ?pic. }   OPTIONAL { ?bridge wdt:P571 ?s. }   ?bridge rdfs:label ?bridgeLabel. FILTER(LANG(?bridgeLabel)="en")   ?watercourse rdfs:label ?watercourseLabel. FILTER(LANG(?watercourseLabel)="en") } GROUP BY ?bridge ?watercourse 
Mountains, with coordinates, not located on Earth	PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX psv: <http://www.wikidata.org/prop/statement/value/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?item ?name ?coord ?lat ?lon ?globe WHERE {   ?item wdt:P31 wd:Q8502 ;         p:P625 ?plholder1.   ?plholder1 psv:P625 ?plholder2 .   ?plholder2 wikibase:geoLatitude ?lat ;              wikibase:geoLongitude ?lon ;              wikibase:geoGlobe ?globe .   ?plholder1 ps:P625 ?coord .   FILTER ( ?globe != wd:Q2 ).   ?item rdfs:label ?name . FILTER(lang(?name) = "en") } ORDER BY ASC (?name) 
Highest mountains in the universe	PREFIX wdt: <http://www.wikidata.org/prop/direct/> SELECT ?subj ?label ?coord ?elev WHERE {    ?subj wdt:P2044 ?elev .  FILTER(?elev > 8000) .    ?subj wdt:P625 ?coord . } 
Mountains over 8000 elevation	PREFIX wdt: <http://www.wikidata.org/prop/direct/> SELECT ?subj ?label ?coord ?elev WHERE {    ?subj wdt:P2044 ?elev .  FILTER(?elev > 8000) .    ?subj wdt:P625 ?coord . } 
Italian mountains higher than 4000 m	PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX psn: <http://www.wikidata.org/prop/statement/value-normalized/> SELECT ?item ?itemLabel ?coord ?elev ?picture WHERE {   ?item p:P2044/psn:P2044/wikibase:quantityAmount ?elev ;         wdt:P625 ?coord ;         wdt:P17 wd:Q38 ;         wdt:P18 ?picture .   FILTER(?elev > 4000). ?item rdfs:label ?itemLabel . FILTER (LANG(?itemLabel) = "en") . } 
Metro stations in Paris	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?item ?itemLabel ?adjacent ?adjacentL ?coords WHERE {   ?item wdt:P31/wdt:P279* wd:Q928830 ;         wdt:P81 wd:Q13224 ;         wdt:P625 ?coords .   OPTIONAL {     ?item p:P197 ?plholder1  . ?plholder1 ps:P197 ?adjacent . ?plholder1 pq:P5051 wd:Q585752 . ?plholder1 pq:P81 wd:Q13224 .     ?adjacent rdfs:label ?adjacentL . FILTER (lang(?adjacentL) = "en")   } ?item rdfs:label ?itemLabel . FILTER (LANG(?itemLabel) = "en") . } ORDER BY ?itemLabel 
How many states this US state borders	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?state ?stateLabel ?borders WHERE {   {     SELECT ?state (COUNT(?otherState) AS ?borders)     WHERE     {     ?state wdt:P31 wd:Q35657 .     ?otherState wdt:P47 ?state .     ?otherState wdt:P31 wd:Q35657 .     }     GROUP BY ?state   } ?state rdfs:label ?stateLabel . FILTER (LANG(?stateLabel) = "en") . } ORDER BY DESC(?borders) 
Places that are below 10 meters above sea level	PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX psv: <http://www.wikidata.org/prop/statement/value/> SELECT ?place ?location ?elev ?image WHERE {   ?place p:P2044/psv:P2044 ?placeElev.   ?placeElev wikibase:quantityAmount ?elev.   ?placeElev wikibase:quantityUnit ?unit.   FILTER ( ?elev < 10 ) .   FILTER ( ?unit = wd:Q11573 ) .   ?place wdt:P625 ?location.   OPTIONAL { ?place wdt:P18 ?image } } 
Globes used to represent coordinates	PREFIX wikibase: <http://wikiba.se/ontology#> SELECT (COUNT(?v) AS ?c) ?globe WHERE {   ?v wikibase:geoGlobe ?globe } GROUP BY ?globe ORDER BY DESC(?c) 
Select French municipalities by INSEE code (select by identifier)	PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?item ?itemLabel ?inseeCode WHERE {   ?item wdt:P374 ?inseeCode .    ?item rdfs:label ?itemLabel . FILTER (LANG(?itemLabel) = "en") . } 
Map and list of municipalities in The Netherlands	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?muni ?muniLabel ?location WHERE {   ?muni p:P31 ?instanceOf;         wdt:P625 ?location.   ?instanceOf ps:P31 wd:Q2039348.   MINUS { ?muni wdt:P31 wd:Q7265977. }   MINUS { ?instanceOf pq:P582 ?endTime. } ?muni rdfs:label ?muniLabel . FILTER (LANG(?muniLabel) = "en") . } 
Emergency numbers by population using them	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT ?emergencyNumber ?emergencyNumberLabel ?tel ?population ?countries WHERE {  ?emergencyNumber wdt:P31 wd:Q694554 .   {SELECT ?emergencyNumber (COUNT(?state) AS ?countries) (SUM(?pop) AS ?population) WHERE {      ?state wdt:P2852 ?emergencyNumber .      OPTIONAL{?state wdt:P1082 ?pop} .      ?state wdt:P31/wdt:P279* wd:Q6256   } GROUP BY ?emergencyNumber } .   OPTIONAL{?emergencyNumber wdt:P1329 ?tel } ?emergencyNumber rdfs:label ?emergencyNumberLabel . FILTER (LANG(?emergencyNumberLabel) = "en") . } ORDER BY DESC(?population) 
German states, ordered by the number of company headquarters per million inhabitants	PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT    ?state ?stateLabel    ?companies    ?population   WHERE {    { SELECT ?state (COUNT(?company) AS ?companies) WHERE {       {SELECT DISTINCT ?company ?state WHERE {          ?state wdt:P31 wd:Q1221156 .          ?company wdt:P31/wdt:P279* wd:Q4830453 .          ?company wdt:P159/wdt:P131* ?state .                 } }    } GROUP BY ?state  }     ?state wdt:P1082 ?population. ?state rdfs:label ?stateLabel . FILTER (LANG(?stateLabel) = "en") . } 
